"","Description","spID","MW","retinaWT","retinaKO","testisWT","testisKO"
"1066","Histone-binding protein RBBP4 OS=Mus musculus GN=Rbbp4 PE=1 SV=5","Q60972",48,1.37056099480154e-05,1.24272120437438e-05,1.0798203178991e-05,1.28870407917798e-05
"1067","Histone-binding protein RBBP7 OS=Mus musculus GN=Rbbp7 PE=1 SV=1","Q60973",48,6.44969879906608e-06,6.21360602187189e-06,0,0
"1068","Histone-lysine N-methyltransferase 2D OS=Mus musculus GN=Kmt2d PE=1 SV=2","Q6PDK2",600,3.22484939953304e-07,5.68101121999716e-07,0,0
"1069","Histone-lysine N-methyltransferase EHMT1 OS=Mus musculus GN=Ehmt1 PE=1 SV=2","Q5DW34",142,8.17567453402743e-07,0,0,0
"1070","Histone-lysine N-methyltransferase EHMT2 OS=Mus musculus GN=Ehmt2 PE=1 SV=2","Q9Z148",138,1.6825301214955e-06,0,0,0
"1071","Histone-lysine N-methyltransferase PRDM9 OS=Mus musculus GN=Prdm9 PE=1 SV=2","Q96EQ9",97,0,8.78506889690282e-07,0,0
"1072","Histone-lysine N-methyltransferase SETD2 OS=Mus musculus GN=Setd2 PE=1 SV=1","E9Q5F9",286,1.48839203055371e-06,1.34079810262171e-06,3.62457169644454e-07,0
"1073","Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific OS=Mus musculus GN=Nsd1 PE=1 SV=1","O88491",284,2.72522484467581e-07,4.50080114260338e-07,0,0
"1074","Homeobox protein OTX2 OS=Mus musculus GN=Otx2 PE=1 SV=1","P80206",32,0,5.32594801874734e-06,0,0
"1075","Homeodomain-interacting protein kinase 3 OS=Mus musculus GN=Hipk3 PE=1 SV=3","Q9ERH7",130,0,6.55501294615057e-07,0,0
"1076","Homeodomain-interacting protein kinase 4 OS=Mus musculus GN=Hipk4 PE=1 SV=2","Q3V016",69,0,0,3.50550364071592e-06,5.47854874239914e-06
"1077","Hormone-sensitive lipase OS=Mus musculus GN=Lipe PE=1 SV=2","P54310",83,0,0,4.99579520570187e-06,3.31233176977472e-06
"1078","Host cell factor 1 OS=Mus musculus GN=Hcfc1 PE=1 SV=2","Q61191",210,7.37108434178981e-07,8.11573031428166e-07,0,0
"1079","Huntingtin OS=Mus musculus GN=Htt PE=1 SV=2","P42859",345,0,0,8.01257975020783e-07,4.98049885672649e-07
"1080","Hydroxyacylglutathione hydrolase, mitochondrial OS=Mus musculus GN=Hagh PE=1 SV=2","Q99KB8",34,0,0,3.04890442700923e-06,4.04299318957797e-06
"1081","Ig gamma-1 chain C region secreted form OS=Mus musculus GN=Ighg1 PE=1 SV=1","P01868",36,0.000171991967975096,0.00012072148842494,0.000156453966060048,0.000153689893887152
"1082","Ig gamma-2A chain C region secreted form OS=Mus musculus PE=1 SV=1","P01864",37,0,0,0,6.5015701291862e-06
"1083","Ig gamma-2B chain C region OS=Mus musculus GN=Igh-3 PE=1 SV=3","P01867",44,3.51801752676332e-06,3.87341674090715e-06,6.28259094050386e-06,5.46722942681567e-06
"1084","Ig gamma-3 chain C region OS=Mus musculus PE=1 SV=2","P03987",44,0,0,0,2.34309832577814e-06
"1085","Ig heavy chain V region AC38 205.12 OS=Mus musculus PE=1 SV=1","P06330",13,8.33499537110078e-05,5.89951165153551e-05,6.37924618574238e-05,6.3443893128762e-05
"1086","Ig kappa chain C region OS=Mus musculus PE=1 SV=1","P01837",12,0.000522425602724353,0.000433177105524783,0.000411771481225524,0.000389475010596011
"1087","Ig kappa chain V-II region 26-10 OS=Mus musculus PE=1 SV=1","P01631",12,1.28993975981322e-05,1.06518960374947e-05,0,0
"1088","Ig kappa chain V-V region MOPC 21 OS=Mus musculus PE=1 SV=1","P01634",15,1.54792771177586e-05,1.98835392699901e-05,1.61253167472932e-05,1.60372063186593e-05
"1089","Ig mu chain C region OS=Mus musculus GN=Ighm PE=1 SV=2","P01872",50,0,0,1.38217000691085e-06,0
"1090","Immunoglobulin-like domain-containing receptor 2 OS=Mus musculus GN=Ildr2 PE=1 SV=2","B5TVM2",73,1.06022446012045e-06,0,0,0
"1091","Importin subunit alpha-1 OS=Mus musculus GN=Kpna2 PE=1 SV=2","P52293",58,0,0,2.97881467006649e-06,5.33256860349508e-06
"1092","Importin subunit alpha-3 OS=Mus musculus GN=Kpna4 PE=1 SV=1","O35343",58,5.33768176474434e-06,4.40768111896331e-06,1.01279698782261e-05,1.24426600748219e-05
"1093","Importin subunit alpha-4 OS=Mus musculus GN=Kpna3 PE=1 SV=1","O35344",58,7.33931242652347e-06,4.40768111896331e-06,6.55339227414627e-06,8.29510671654791e-06
"1094","Importin subunit alpha-5 OS=Mus musculus GN=Kpna1 PE=1 SV=2","Q60960",60,5.15975903925287e-06,7.10126402499645e-06,8.63856254319281e-06,1.2600662107518e-05
"1095","Importin subunit alpha-7 OS=Mus musculus GN=Kpna6 PE=1 SV=2","O35345",60,3.86981927943965e-06,6.3911376224968e-06,1.67012209168394e-05,2.00465078983241e-05
"1096","Importin subunit beta-1 OS=Mus musculus GN=Kpnb1 PE=1 SV=2","P70168",97,5.98425661769018e-06,7.02805511752226e-06,5.34344074836669e-06,3.89711199201588e-06
"1097","Importin-11 OS=Mus musculus GN=Ipo11 PE=1 SV=1","Q8K2V6",112,0,0,9.25560272484944e-07,6.13668609132371e-07
"1098","Importin-13 OS=Mus musculus GN=Ipo13 PE=1 SV=1","Q8K0C1",108,0,0,6.39893521717986e-07,0
"1099","Importin-4 OS=Mus musculus GN=Ipo4 PE=1 SV=1","Q8VI75",119,0,0,1.16148740076542e-06,5.77570455653996e-07
"1100","Importin-5 OS=Mus musculus GN=Ipo5 PE=1 SV=3","Q8BKC5",124,0,0,1.95064315491451e-06,2.49426595969931e-06
"1101","Importin-7 OS=Mus musculus GN=Ipo7 PE=1 SV=2","Q9EPL8",119,0,0,8.71115550574065e-07,5.77570455653996e-07
"1102","Inactive hydroxysteroid dehydrogenase-like protein 1 OS=Mus musculus GN=Hsdl1 PE=1 SV=1","Q8BTX9",37,4.18358841020503e-06,2.30311265675561e-06,0,1.85759146548177e-06
"1103","Inactive peptidyl-prolyl cis-trans isomerase FKBP6 OS=Mus musculus GN=Fkbp6 PE=1 SV=1","Q91XW8",37,0,0,1.21406824931358e-05,1.76471189220768e-05
"1104","Inactive serine/threonine-protein kinase TEX14 OS=Mus musculus GN=Tex14 PE=1 SV=2","Q7M6U3",163,0,0,1.69591411890902e-06,1.05415466599426e-06
"1105","Influenza virus NS1A-binding protein homolog OS=Mus musculus GN=Ivns1abp PE=1 SV=2","Q920Q8",72,0,1.77531600624911e-06,2.87952084773094e-06,2.38648903551478e-06
"1106","Inhibitor of nuclear factor kappa-B kinase subunit beta OS=Mus musculus GN=Ikbkb PE=1 SV=1","O88351",87,1.33442044118609e-06,9.79484693102959e-07,0,0
"1107","Inorganic pyrophosphatase OS=Mus musculus GN=Ppa1 PE=1 SV=1","Q9D819",33,0,2.58227782727144e-06,0,0
"1108","Inosine-5'-monophosphate dehydrogenase 1 OS=Mus musculus GN=Impdh1 PE=1 SV=2","P50096",55,1.40720701070533e-06,0,0,0
"1109","Inositol 1,4,5-trisphosphate receptor type 1 OS=Mus musculus GN=Itpr1 PE=1 SV=2","P11881",313,0,0,8.83175723265719e-07,5.48968723824485e-07
"1110","Inositol 1,4,5-trisphosphate receptor type 2 OS=Mus musculus GN=Itpr2 PE=1 SV=4","Q9Z329",307,0,0,3.37663682470077e-07,2.23879101703015e-07
"1111","Inositol polyphosphate 5-phosphatase K OS=Mus musculus GN=Inpp5k PE=1 SV=2","Q8C5L6",54,0,0,6.39893521717986e-06,7.00036783751001e-06
"1112","Inositol polyphosphate 5-phosphatase OCRL-1 OS=Mus musculus GN=Ocrl PE=1 SV=1","Q6NVF0",104,1.11629402291528e-06,8.19376618268821e-07,0,0
"1113","Insulin receptor substrate 1 OS=Mus musculus GN=Irs1 PE=1 SV=1","P35569",131,1.47703025932811e-06,6.50497467938606e-07,0,0
"1114","Insulin-like peptide INSL6 OS=Mus musculus GN=Insl6 PE=2 SV=1","Q9QY05",22,0,0,3.14129547025193e-06,3.12413110103752e-06
"1115","Integrator complex subunit 1 OS=Mus musculus GN=Ints1 PE=1 SV=2","Q6P4S8",245,0,0,4.23113267421689e-07,0
"1116","Integrator complex subunit 10 OS=Mus musculus GN=Ints10 PE=1 SV=3","Q8K2A7",82,9.43858360838939e-07,0,2.94975306352925e-06,8.38181514912506e-07
"1117","Integrator complex subunit 11 OS=Mus musculus GN=Ints11 PE=1 SV=1","Q9CWS4",68,0,0,1.01630147566974e-06,1.01074829739449e-06
"1118","Integrator complex subunit 13 OS=Mus musculus GN=IntS13 PE=1 SV=2","Q8QZV7",83,0,0,8.32632534283645e-07,1.65616588488736e-06
"1119","Integrator complex subunit 14 OS=Mus musculus GN=Ints14 PE=1 SV=1","Q8R3P6",57,0,0,1.81864474593533e-06,1.20580498636536e-06
"1120","Integrator complex subunit 6 OS=Mus musculus GN=Ints6 PE=1 SV=1","Q6PCM2",100,1.16094578383189e-06,1.27822752449936e-06,2.7643400138217e-06,2.06192652668477e-06
"1121","Integrin-linked protein kinase OS=Mus musculus GN=Ilk PE=1 SV=2","O55222",51,2.27636428202332e-06,1.67088565294034e-06,1.35506863422632e-05,1.07813151722079e-05
"1122","Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Mus musculus GN=Prkra PE=1 SV=1","Q9WTX2",34,1.36581856921399e-05,1.0025313917642e-05,1.42282206593764e-05,1.71827210557064e-05
"1123","Interferon-inducible GTPase 5 OS=Mus musculus GN=Irgc PE=1 SV=1","Q8C262",45,0,0,3.07148890424633e-06,6.10941193091782e-06
"1124","Interleukin enhancer-binding factor 2 OS=Mus musculus GN=Ilf2 PE=1 SV=1","Q9CXY6",43,5.30975203457999e-05,7.33246796999633e-05,2.73219652528889e-05,3.35662457832404e-05
"1125","Interleukin enhancer-binding factor 3 OS=Mus musculus GN=Ilf3 PE=1 SV=2","Q9Z1X4",96,4.59541039433458e-05,5.05965061780997e-05,1.47575443446211e-05,1.6466774345052e-05
"1126","Intersectin-1 OS=Mus musculus GN=Itsn1 PE=1 SV=2","Q9Z0R4",194,1.01732362500733e-05,8.56544217448025e-06,0,0
"1127","Intersectin-2 OS=Mus musculus GN=Itsn2 PE=1 SV=2","Q9Z0R6",189,3.07128514241242e-06,3.38155429761736e-06,1.46261376392683e-06,1.09096641623533e-06
"1128","Intraflagellar transport protein 122 homolog OS=Mus musculus GN=Ift122 PE=1 SV=1","Q6NWV3",135,1.43326639979246e-06,1.57805867222143e-06,1.8428933425478e-05,1.57826474882044e-05
"1129","Intraflagellar transport protein 140 homolog OS=Mus musculus GN=Ift140 PE=1 SV=1","E9PY46",166,6.99364930019214e-07,0,1.10323810792583e-05,9.52295383810233e-06
"1130","Intraflagellar transport protein 172 homolog OS=Mus musculus GN=Ift172 PE=1 SV=1","Q6VH22",198,2.14989959968869e-06,8.60759275757145e-07,1.50084116912037e-05,1.07608960146848e-05
"1131","Intraflagellar transport protein 20 homolog OS=Mus musculus GN=Ift20 PE=1 SV=1","Q61025",15,0,0,9.214466712739e-06,0
"1132","Intraflagellar transport protein 22 homolog OS=Mus musculus GN=Ift22 PE=1 SV=1","Q9DAI2",21,0,0,1.48089643597591e-05,1.14551473704709e-05
"1133","Intraflagellar transport protein 27 homolog OS=Mus musculus GN=Ift27 PE=1 SV=1","Q9D0P8",21,0,0,9.87264290650607e-06,8.18224812176494e-06
"1134","Intraflagellar transport protein 43 homolog OS=Mus musculus GN=Ift43 PE=1 SV=2","Q9DA69",24,0,0,8.63856254319281e-06,7.15946710654433e-06
"1135","Intraflagellar transport protein 46 homolog OS=Mus musculus GN=Ift46 PE=1 SV=1","Q9DB07",34,0,0,4.06520590267897e-06,4.04299318957797e-06
"1136","Intraflagellar transport protein 52 homolog OS=Mus musculus GN=Ift52 PE=1 SV=2","Q62559",48,0,0,9.35844275512555e-06,6.44352039588989e-06
"1137","Intraflagellar transport protein 56 OS=Mus musculus GN=Ttc26 PE=1 SV=1","Q8BS45",64,0,0,1.40376641326883e-05,1.07392006598165e-05
"1138","Intraflagellar transport protein 57 homolog OS=Mus musculus GN=Ift57 PE=1 SV=1","Q8BXG3",49,0,0,1.19882092436145e-05,8.41602663952966e-06
"1139","Intraflagellar transport protein 74 homolog OS=Mus musculus GN=Ift74 PE=1 SV=2","Q8BKE9",69,0,0,4.00628987510391e-06,3.48634919970854e-06
"1140","Intraflagellar transport protein 80 homolog OS=Mus musculus GN=Ift80 PE=1 SV=1","Q8K057",88,0,0,7.85323867562983e-06,3.51464748866721e-06
"1141","Intraflagellar transport protein 81 homolog OS=Mus musculus GN=Ift81 PE=1 SV=4","O35594",79,0,0,1.04974937233735e-05,9.13511752328694e-06
"1142","Intraflagellar transport protein 88 homolog OS=Mus musculus GN=Ift88 PE=1 SV=2","Q61371",93,0,0,7.05947046540488e-06,5.54281324377625e-06
"1143","Intron-binding protein aquarius OS=Mus musculus GN=Aqr PE=1 SV=2","Q8CFQ3",170,1.36581856921399e-06,7.51898543823153e-07,4.06520590267897e-07,4.04299318957797e-07
"1144","IQ and AAA domain-containing protein 1-like OS=Mus musculus GN=Iqca1l PE=1 SV=3","A6H690",96,0,0,0,7.15946710654433e-07
"1145","IQ calmodulin-binding motif-containing protein 1 OS=Mus musculus GN=Iqcb1 PE=1 SV=2","Q8BP00",69,0,0,0,9.96099771345297e-07
"1146","IQ domain-containing protein D OS=Mus musculus GN=Iqcd PE=2 SV=1","Q9D3V1",53,0,0,1.30393396878382e-06,0
"1147","IQ motif and SEC7 domain-containing protein 1 OS=Mus musculus GN=Iqsec1 PE=1 SV=2","Q8R0S2",108,1.32577141980803e-05,1.30189840458268e-05,0,6.36397076137273e-07
"1148","IQ motif and SEC7 domain-containing protein 3 OS=Mus musculus GN=Iqsec3 PE=1 SV=1","Q3TES0",129,1.79991594392542e-06,0,0,0
"1149","Isobutyryl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Acad8 PE=1 SV=2","Q9D7B6",45,0,0,6.14297780849267e-06,7.63676491364728e-06
"1150","Isocitrate dehydrogenase [NADP] cytoplasmic OS=Mus musculus GN=Idh1 PE=1 SV=2","O88844",47,2.47009741240829e-06,4.53272171808284e-06,4.04358246702642e-05,3.72901605889798e-05
"1151","Isocitrate dehydrogenase [NADP], mitochondrial OS=Mus musculus GN=Idh2 PE=1 SV=3","P54071",51,0,1.67088565294034e-06,7.45287748824478e-06,8.08598637915594e-06
"1152","Isoleucine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Iars PE=1 SV=2","Q8BU30",144,5.10601154926065e-06,2.66297400937367e-06,1.24779236735007e-05,9.78460504561058e-06
"1153","Isoleucine--tRNA ligase, mitochondrial OS=Mus musculus GN=Iars2 PE=1 SV=1","Q8BIJ6",113,0,0,1.52894912268899e-06,0
"1154","Jouberin OS=Mus musculus GN=Ahi1 PE=1 SV=2","Q8K3E5",120,1.61242469976652e-06,1.42025280499929e-06,5.75904169546188e-07,0
"1155","Junctional protein associated with coronary artery disease OS=Mus musculus GN=Jcad PE=1 SV=2","Q5DTX6",145,5.33768176474435e-07,0,0,7.11009147132678e-07
"1156","Kalirin OS=Mus musculus GN=Kalrn PE=1 SV=1","A2CG49",337,0,0,0,2.03949211343696e-07
"1157","Katanin p80 WD40 repeat-containing subunit B1 OS=Mus musculus GN=Katnb1 PE=1 SV=1","Q8BG40",73,0,0,0,9.41518961956514e-07
"1158","Kelch domain-containing protein 8B OS=Mus musculus GN=Klhdc8b PE=2 SV=1","Q9D2D9",38,3.05512048376814e-06,2.24250442894625e-06,0,0
"1159","Kelch-like protein 10 OS=Mus musculus GN=Klhl10 PE=1 SV=1","Q9D5V2",69,0,0,1.70267319691916e-05,1.8427845769888e-05
"1160","Kelch-like protein 12 OS=Mus musculus GN=Klhl12 PE=2 SV=1","Q8BZM0",63,1.22851405696497e-06,1.35262171904694e-06,0,0
"1161","Kelch-like protein 29 OS=Mus musculus GN=Klhl29 PE=2 SV=3","Q80T74",94,0,1.35981651542485e-06,0,0
"1162","Kelch-like protein 36 OS=Mus musculus GN=Klhl36 PE=1 SV=1","Q8R124",70,0,1.21735954714225e-06,1.48089643597591e-06,3.92747909844717e-06
"1163","Keratin, type I cytoskeletal 12 OS=Mus musculus GN=Krt12 PE=1 SV=2","Q64291",52,0,3.11363114942152e-05,0,0
"1164","Keratin, type II cuticular Hb2 OS=Mus musculus GN=Krt82 PE=1 SV=2","Q99M74",57,0,2.99000590526166e-06,0,0
"1165","KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Mus musculus GN=Khdrbs1 PE=1 SV=2","Q60749",48,3.95044051442798e-05,4.26075841499787e-05,3.02349689011748e-05,3.00697618474862e-05
"1166","KH domain-containing, RNA-binding, signal transduction-associated protein 3 OS=Mus musculus GN=Khdrbs3 PE=1 SV=1","Q9R226",39,2.87755792573718e-05,3.49600690461364e-05,1.32900962202966e-05,1.58609732821905e-05
"1167","Kidney mitochondrial carrier protein 1 OS=Mus musculus GN=Slc25a30 PE=1 SV=1","Q9CR58",32,0,0,4.31928127159641e-06,2.1478401319633e-06
"1168","Kinesin heavy chain isoform 5C OS=Mus musculus GN=Kif5c PE=1 SV=3","P28738",109,7.45561512552593e-06,4.29984794174097e-06,0,0
"1169","Kinesin light chain 1 OS=Mus musculus GN=Klc1 PE=1 SV=3","O88447",61,1.26879320637366e-06,2.09545495819567e-06,0,0
"1170","Kinesin light chain 2 OS=Mus musculus GN=Klc2 PE=1 SV=1","O88448",67,0,0,4.12588061764433e-06,4.10333637151197e-06
"1171","Kinesin light chain 4 OS=Mus musculus GN=Klc4 PE=1 SV=1","Q9DBS5",69,2.24337349532733e-06,1.23500243912982e-06,0,0
"1172","Kinesin-1 heavy chain OS=Mus musculus GN=Kif5b PE=1 SV=3","Q61768",110,1.44238718597296e-05,1.00708835263586e-05,9.42388641075579e-06,6.87308842228255e-06
"1173","Kinesin-associated protein 3 OS=Mus musculus GN=Kifap3 PE=1 SV=1","P70188",91,1.27576459761747e-06,1.40464563131798e-06,0,1.51056888401814e-06
"1174","Kinesin-like protein KIF15 OS=Mus musculus GN=Kif15 PE=1 SV=1","Q6P9L6",160,0,0,2.59156876295784e-06,2.1478401319633e-06
"1175","Kinesin-like protein KIF1A OS=Mus musculus GN=Kif1a PE=1 SV=2","P33173",192,2.01553087470815e-06,0,0,0
"1176","Kinesin-like protein KIF1B OS=Mus musculus GN=Kif1b PE=1 SV=2","Q60575",204,2.08666725852138e-06,1.25316423970526e-06,0,0
"1177","Kinesin-like protein KIF1C OS=Mus musculus GN=Kif1c PE=1 SV=2","O35071",122,0,0,5.66463117586414e-07,5.63367903465783e-07
"1178","Kinesin-like protein KIF27 OS=Mus musculus GN=Kif27 PE=1 SV=1","Q7M6Z4",159,0,0,3.69447957822083e-06,2.80975312860607e-06
"1179","Kinesin-like protein KIF2A OS=Mus musculus GN=Kif2a PE=1 SV=2","P28740",80,3.86981927943965e-06,1.06518960374947e-06,2.59156876295784e-06,2.57740815835596e-06
"1180","Kinesin-like protein KIF2B OS=Mus musculus GN=Kif2b PE=1 SV=1","Q8C0N1",75,0,0,1.8428933425478e-06,0
"1181","Kinesin-like protein KIF2C OS=Mus musculus GN=Kif2c PE=1 SV=1","Q922S8",81,0,0,0,1.27279415227455e-06
"1182","Kinesin-like protein KIF3A OS=Mus musculus GN=Kif3a PE=1 SV=2","P28741",80,1.45118222978987e-06,0,0,0
"1183","Kinesin-like protein KIF3B OS=Mus musculus GN=Kif3b PE=1 SV=1","Q61771",85,1.82109142561866e-06,1.50379708764631e-06,0,0
"1184","Kinesin-like protein KIF7 OS=Mus musculus GN=Kif7 PE=1 SV=1","B7ZNG0",152,5.09186747294691e-07,5.60626107236562e-07,0,0
"1185","Kinesin-like protein KIF9 OS=Mus musculus GN=Kif9 PE=1 SV=2","Q9WV04",90,0,0,1.15180833909238e-06,7.63676491364728e-07
"1186","Kinesin-like protein KIFC1 OS=Mus musculus GN=Kifc1 PE=1 SV=2","Q9QWT9",74,0,0,0,9.28795732740886e-07
"1187","Kinesin-like protein KIFC3 OS=Mus musculus GN=Kifc3 PE=1 SV=4","O35231",93,0,0,0,7.39041765836834e-07
"1188","L-amino-acid oxidase OS=Mus musculus GN=Il4i1 PE=1 SV=1","O09046",70,0,0,5.92358574390364e-06,9.81869774611793e-06
"1189","L-fucose kinase OS=Mus musculus GN=Fuk PE=1 SV=1","Q7TMC8",119,2.60155917945523e-06,7.16093851260146e-07,1.45185925095678e-06,5.77570455653996e-07
"1190","L-lactate dehydrogenase A chain OS=Mus musculus GN=Ldha PE=1 SV=3","P06151",36,6.44969879906608e-06,5.91772002083037e-06,4.31928127159641e-05,4.10476114108541e-05
"1191","L-lactate dehydrogenase B chain OS=Mus musculus GN=Ldhb PE=1 SV=2","P16125",37,0,0,7.47118922654514e-06,6.5015701291862e-06
"1192","L-lactate dehydrogenase C chain OS=Mus musculus GN=Ldhc PE=1 SV=2","P00342",36,0,0,7.00683406281195e-05,6.96854798370314e-05
"1193","La-related protein 1 OS=Mus musculus GN=Larp1 PE=1 SV=3","Q6ZQ58",121,3.51801752676332e-06,1.40851517851169e-06,9.70945872623324e-06,1.05084409762171e-05
"1194","La-related protein 4 OS=Mus musculus GN=Larp4 PE=1 SV=2","Q8BWW4",80,0,0,1.29578438147892e-06,1.28870407917798e-06
"1195","La-related protein 4B OS=Mus musculus GN=Larp4b PE=1 SV=2","Q6A0A2",82,9.43858360838939e-07,1.55881405426751e-06,0,8.38181514912506e-07
"1196","La-related protein 7 OS=Mus musculus GN=Larp7 PE=1 SV=2","Q05CL8",65,1.19071362444297e-06,0,6.91085003455425e-06,9.5165839693143e-06
"1197","Laforin OS=Mus musculus GN=Epm2a PE=1 SV=2","Q9WUA5",37,0,2.30311265675561e-06,0,0
"1198","Lamin-B receptor OS=Mus musculus GN=Lbr PE=1 SV=2","Q3U9G9",71,1.63513490680549e-06,1.80032045704135e-06,9.73359159796373e-07,0
"1199","Lamin-B1 OS=Mus musculus GN=Lmnb1 PE=1 SV=3","P14733",67,6.93101960496654e-06,6.35934091790727e-06,0,0
"1200","Laminin subunit beta-1 OS=Mus musculus GN=Lamb1 PE=1 SV=3","P02469",197,1.57150021500087e-06,1.51397507131904e-06,0,0
"1201","Laminin subunit beta-2 OS=Mus musculus GN=Lamb2 PE=1 SV=2","Q61292",197,1.37506268812576e-06,1.29769291827346e-06,0,0
"1202","Laminin subunit gamma-1 OS=Mus musculus GN=Lamc1 PE=1 SV=2","P02468",177,2.1863385759546e-06,9.62883257626637e-07,0,0
"1203","LanC-like protein 1 OS=Mus musculus GN=Lancl1 PE=1 SV=1","O89112",45,0,0,2.7643400138217e-05,3.05470596545891e-05
"1204","LanC-like protein 2 OS=Mus musculus GN=Lancl2 PE=1 SV=1","Q9JJK2",51,0,0,9.48548043958427e-06,8.75981857741894e-06
"1205","Large proline-rich protein BAG6 OS=Mus musculus GN=Bag6 PE=1 SV=1","Q9Z1R2",121,0,0,8.56716946432345e-07,5.68023836552277e-07
"1206","Large subunit GTPase 1 homolog OS=Mus musculus GN=Lsg1 PE=1 SV=2","Q3UM18",73,0,0,1.89338357111075e-06,9.41518961956514e-07
"1207","Lariat debranching enzyme OS=Mus musculus GN=Dbr1 PE=1 SV=2","Q923B1",62,1.24832879981924e-06,2.06165729757961e-06,0,1.10856264875525e-06
"1208","Lebercilin OS=Mus musculus GN=Lca5 PE=1 SV=1","Q80ST9",80,1.93490963971983e-06,1.5977844056242e-06,0,0
"1209","Lethal(2) giant larvae protein homolog 2 OS=Mus musculus GN=Llgl2 PE=1 SV=2","Q3TJ91",114,3.39457831529794e-06,2.24250442894625e-06,0,0
"1210","Leucine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Lars PE=1 SV=2","Q8BMJ2",134,3.46550980248327e-06,2.22576932126754e-06,4.12588061764433e-06,4.87271194117047e-06
"1211","Leucine-rich PPR motif-containing protein, mitochondrial OS=Mus musculus GN=Lrpprc PE=1 SV=2","Q6PB66",157,0,0,8.80363061726656e-07,0
"1212","Leucine-rich repeat and calponin homology domain-containing protein 3 OS=Mus musculus GN=Lrch3 PE=1 SV=3","Q8BVU0",86,1.79991594392542e-06,1.98174809999901e-06,8.03587213320262e-06,6.79316878946531e-06
"1213","Leucine-rich repeat and calponin homology domain-containing protein 4 OS=Mus musculus GN=Lrch4 PE=1 SV=1","Q921G6",73,0,0,4.73345892777688e-06,3.76607584782606e-06
"1214","Leucine-rich repeat and WD repeat-containing protein 1 OS=Mus musculus GN=LRWD1 PE=2 SV=1","Q8BUI3",72,0,0,4.31928127159641e-06,3.81838245682364e-06
"1215","Leucine-rich repeat-containing protein 36 OS=Mus musculus GN=Lrrc36 PE=1 SV=2","Q3V0M2",84,0,0,1.23408036331326e-06,1.22733721826474e-06
"1216","Leucine-rich repeat-containing protein 40 OS=Mus musculus GN=Lrrc40 PE=1 SV=2","Q9CRC8",68,0,0,0,1.51612244609174e-06
"1217","Leucine-rich repeat-containing protein 46 OS=Mus musculus GN=Lrrc46 PE=1 SV=2","Q9DAP0",36,0,0,0,1.90919122841182e-06
"1218","Leucine-rich repeat-containing protein 49 OS=Mus musculus GN=Lrrc49 PE=1 SV=1","Q91YK0",79,1.46955162510366e-06,1.07867301645516e-06,0,0
"1219","Leucine-rich repeat-containing protein 9 OS=Mus musculus GN=Lrrc9 PE=1 SV=2","Q8CDN9",167,0,0,1.24147006608759e-06,0
"1220","Leukocyte receptor cluster member 8 homolog OS=Mus musculus GN=Leng8 PE=1 SV=1","Q8CBY3",87,2.22403406864348e-06,3.42819642586035e-06,1.98587644671099e-06,0
"1221","LIM and senescent cell antigen-like-containing domain protein 1 OS=Mus musculus GN=Lims1 PE=1 SV=3","Q99JW4",37,9.41307392296131e-06,1.26671196121558e-05,1.12067838398177e-05,1.39319359911133e-05
"1222","LIM and SH3 domain protein 1 OS=Mus musculus GN=Lasp1 PE=1 SV=1","Q61792",30,1.03195180785057e-05,9.94176963499503e-06,4.6072333563695e-06,8.01860315932964e-06
"1223","LIM domain and actin-binding protein 1 OS=Mus musculus GN=Lima1 PE=1 SV=3","Q9ERG0",84,3.6855421708949e-06,2.53616572321302e-06,2.0568006055221e-06,0
"1224","LIM domain-binding protein 1 OS=Mus musculus GN=Ldb1 PE=1 SV=2","P70662",47,8.23365804136096e-06,1.54112538414817e-05,2.20559043655987e-06,0
"1225","LIM domain-binding protein 2 OS=Mus musculus GN=Ldb2 PE=1 SV=2","O55203",43,4.49978985981355e-06,5.94524429999703e-06,0,0
"1226","LIM zinc-binding domain-containing Nebulette OS=Mus musculus GN=Nebl PE=1 SV=1","Q9DC07",31,6.24164399909621e-06,8.24662919031846e-06,0,0
"1227","Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial OS=Mus musculus GN=Dbt PE=1 SV=2","P53395",53,0,0,1.4343273656622e-05,1.49133050672169e-05
"1228","Lipoma-preferred partner homolog OS=Mus musculus GN=Lpp PE=1 SV=1","Q8BFW7",66,1.75900876338166e-06,4.51898619772501e-06,1.72771250863856e-05,1.92654751230647e-05
"1229","Lipopolysaccharide-responsive and beige-like anchor protein OS=Mus musculus GN=Lrba PE=1 SV=1","Q9ESE1",317,2.44152635926792e-07,0,0,0
"1230","Liprin-alpha-2 OS=Mus musculus GN=Ppfia2 PE=1 SV=2","Q8BSS9",143,4.60048445807511e-06,4.76728214265496e-06,0,0
"1231","Lon protease homolog 2, peroxisomal OS=Mus musculus GN=Lonp2 PE=1 SV=1","Q9DBN5",95,0,0,1.45491579674826e-06,7.23482991819216e-07
